,Date,Open,High,Low,Close,Adj Close,Volume,news,sentiment_Analysis
35,2023-09-15,148.919998,149.729996,148.309998,148.809998,147.720001,19824100,This Long-Term Bull Put Spread Pays You $90 Immediately - Investor's Business Daily,0
36,2023-09-14,147.839996,149.899994,147.520004,149.25,148.156784,10034900,"Avoid Private Equity Stocks as Rates Rise, JPMorgan Analysts Say - Bloomberg",0
37,2023-09-13,147.339996,147.699997,145.820007,146.410004,145.337585,8325900,JPMorgan Chase Raises Target for Value Realised from AI - Markets Media,1
38,2023-09-12,144.5,147.320007,144.050003,146.339996,145.268097,8363200,The current stock market rally has sent valuations so high that it may be ‘a sign the party is about to end’ - Fortune,0
39,2023-09-11,144.75,145.050003,143.690002,144.460007,143.401871,6854200,JPMorgan Sees 35% Downside for Country Garden as Woes Mount - Bloomberg,0
40,2023-09-08,143.369995,144.119995,142.649994,143.830002,142.776489,7107900,JPMorgan Revenues Hit Record $38.3 Billion—Stock Soars After Earnings Shatter Expectations - Forbes,0
41,2023-09-07,144.130005,145.270004,143.389999,143.720001,142.667282,8373700,Barbie or Oppenheimer – what’s on the market’s big screen? - JP Morgan,0
42,2023-09-06,144.699997,145.539993,144.110001,144.960007,143.898209,8629200,JPMorgan Cuts 40 Dealmakers in North America Amid Wider Cull - Bloomberg,0
43,2023-09-05,147.160004,148.210007,145.009995,145.199997,144.136444,7854700,JPMorgan Says Prepare to Dump Value Stocks for Growth - Bloomberg,0
44,2023-09-01,146.089996,148.080002,145.699997,146.820007,145.744583,7902100,JPMorgan Strategists See US Stocks Slumping in First Half of 2023 - Bloomberg,0
45,2023-08-31,148.259995,148.350006,145.960007,146.330002,145.258163,10933900,New Fed Bank Backstop Has Scope to Inject as Much as $2 Trillion - Bloomberg,0
46,2023-08-30,148.619995,149.149994,147.190002,148.160004,147.074768,6277300,JPMorgan Stock Price (JPM) Falls as Net Interest Income Outlook ... - Bloomberg,0
47,2023-08-29,147.710007,148.850006,147.179993,148.759995,147.670364,6337000,"If You Invested $2,000 in Ally Financial in 2020, This Is How Much ... - The Motley Fool",0
48,2023-08-28,147.570007,148.610001,147.130005,147.559998,146.479156,5094100,JPM vs. WFC: Which Bank Stock is a Better Dip Buy? - TipRanks.com - TipRanks,0
49,2023-08-25,147.279999,148.619995,145.850006,147.050003,145.9729,6695500,JPMorgan's Dimon: 'Intensity is the same' after decades on top - Yahoo Finance,1
50,2023-08-24,147.5,149.410004,146.990005,147.229996,146.151566,6534000,JPMorgan expands commercial banking business to Israel to cater to tech companies - The Times of Israel,0
51,2023-08-23,146.350006,147.589996,145.460007,147.369995,146.290543,7858000,The seven companies driving the US stock market rally - Financial Times,0
52,2023-08-22,149.259995,149.639999,145.850006,146.380005,145.3078,9682000,Futures: JPMorgan Buys First Republic; Rally Eyes 2023 Highs - Investor's Business Daily,0
53,2023-08-21,149.649994,150.100006,148.020004,149.479996,148.385086,8327000,Dow Jones Giant Jumps Into AI Craze With Robo Stock Picker - Investor's Business Daily,1
54,2023-08-18,147.649994,149.5,147.440002,148.970001,147.87883,8516900,The opportunity in renewed U.S. industrial policy - JP Morgan Private Bank,0
55,2023-08-17,150.880005,151.259995,148.399994,148.630005,147.541321,9953900,"Zacks Industry Outlook Highlights JPMorgan Chase, Bank of America and The Bank of New York Mellon - Yahoo Finance",0
56,2023-08-16,150.600006,150.960007,149.679993,150.190002,149.089905,6978200,JPMorgan’s Cash-Hoarding Bond Manager Sees 6% Yield Within Reach - Yahoo Finance,0
57,2023-08-15,152.850006,153.270004,150.229996,150.830002,149.725204,10300300,"Global 2000 Hall Of Fame: Twenty Years Of Leaders, Disruptors And ... - Forbes",0
58,2023-08-14,153.610001,154.919998,152.919998,154.770004,153.636353,5044300,Global 2000: Berkshire Hathaway Takes Down JPMorgan As ... - Forbes,0
59,2023-08-11,153.029999,154.520004,152.630005,154.449997,153.318695,5178000,"JPMorgan Chase, Morgan Stanley among banks in rescue talks with First Republic: Report - Business Today",0
60,2023-08-10,154.380005,155.440002,153.089996,153.559998,152.435211,5995100,What Happened to Bear Stearns? Who Bought It? - TheStreet,0
61,2023-08-09,155.320007,155.520004,153.470001,153.789993,152.663513,6277800,Best Dividend Stocks: JPMorgan Offers Stability and Yield in ... - Investor's Business Daily,0
62,2023-08-08,154.320007,155.979996,152.589996,155.880005,154.73822,8623400,JP Morgan Chase Sues a Former Senior Banker Over Jeffrey ... - TheStreet,0
63,2023-08-07,156.600006,157.699997,156.600006,156.759995,155.611771,7251800,How Much Would $10000 Invested in Apple Stock 20 Years Ago Be ... - U.S News & World Report Money,0
64,2023-08-04,156.399994,157.800003,155.699997,156.020004,154.877197,6206600,‘Big Short’ investor Michael Burry compares stock market to dotcom bubble in a cryptic tweet - Fortune,0
65,2023-08-03,155.0,156.919998,154.350006,156.350006,155.204788,6084000,Reruns - JP Morgan Private Bank,0
66,2023-08-02,155.559998,155.690002,153.940002,155.399994,154.261734,8299400,Largest Banks In The U.S. 2023 – Forbes Advisor - Forbes,0
67,2023-08-01,157.429993,158.0,156.149994,157.179993,156.028687,6853900,"Former J.P. Morgan Traders Convicted of Fraud, Attempted Price ... - Department of Justice",0
68,2023-07-31,157.179993,159.380005,157.149994,157.960007,156.802994,8892700,J.P. Morgan Online Investing raises the bar on new account rewards - JPMorgan Chase,0
69,2023-07-28,157.279999,157.600006,156.440002,156.910004,155.760681,9103800,"Goldman, JPMorgan Lead Billion-Dollar Football Pitch Invasion - Bloomberg",0
70,2023-07-27,157.770004,158.779999,155.550003,156.020004,154.877197,10778400,"JPMorgan Chase uses Advancing Black Wealth Tour to boost financial literacy, address racial wealth gap - CNBC",0
71,2023-07-26,156.710007,158.25,156.279999,157.759995,156.604446,8728600,Development Finance Institution - investment banking - JP Morgan,0
72,2023-07-25,157.300003,157.720001,155.960007,156.820007,155.671341,9944700,The Global 2000's 20th Anniversary: How We've Crunched The ... - Forbes,0
73,2023-07-24,154.970001,158.789993,154.729996,158.0,156.842682,14381400,"JPMorgan may open branch in downtown Bethlehem, OCC says - 69News WFMZ-TV",0
74,2023-07-21,155.800003,156.139999,154.690002,154.949997,153.815033,10633100,JPMorgan Stock in Rally Mode Despite Weak Quarter - Investopedia,0
75,2023-07-20,154.529999,156.589996,154.410004,156.149994,155.006241,9935900,J.P. Morgan to acquire a stake in Viva Wallet - JPMorgan Chase,0
76,2023-07-19,152.75,155.210007,152.220001,154.25,153.120163,12510000,"Letter to Shareholders from Jamie Dimon, Annual Report 2021 ... - JPMorgan Chase",0
77,2023-07-18,153.380005,154.399994,152.820007,153.660004,152.534485,13491700,Global Research | J.P.Morgan - JP Morgan,0
78,2023-07-17,150.350006,153.75,150.350006,153.380005,152.256531,17262400,7 Companies Owned by JPMorgan Chase & Co. - Investopedia,0
79,2023-07-14,151.550003,152.889999,148.410004,149.770004,148.672974,27011600,JPMorgan (JPM) Breaks Out to All-Time High - Investopedia,0
80,2023-07-13,148.699997,149.369995,147.75,148.869995,147.779556,11234900,When Will JPMorgan Chase Split Its Stock Again? - The Motley Fool,0
81,2023-07-12,147.449997,149.869995,147.0,148.149994,147.064835,11323200,JPMorgan Chase (JPM) Trading Lower After Buffett Sale - Investopedia,0
82,2023-07-11,146.339996,147.820007,145.710007,147.419998,146.340179,11265600,"JPMorgan Is America's Largest Company In 2021, But Amazon Is ... - Forbes",0
83,2023-07-10,144.5,145.990005,144.5,145.149994,144.086807,9100100,J.P. Morgan Canada | About us - JP Morgan,0
84,2023-07-07,143.910004,145.839996,143.0,144.339996,143.282745,8977500,"If you invested $1,000 in JP Morgan 10 years ago, here's how much you'd have now - CNBC",0
85,2023-07-06,143.020004,143.389999,141.440002,143.210007,142.161026,9709500,Eye on the Market Outlook 2023: The End of the Affair - JP Morgan Private Bank,0
86,2023-07-05,144.940002,145.429993,144.360001,144.639999,143.580551,8934900,JPMorgan Chase Reports Fourth-Quarter 2013 Net Income of $5.3 ... - JPMorgan Chase,0
87,2023-07-03,146.190002,147.479996,146.0,146.610001,144.543442,8021600,Health Care Conference - JP Morgan,0
88,2023-06-30,144.600006,146.0,143.660004,145.440002,143.389938,14208500,JPMorgan Chase Reaches Settlements with The Federal Housing ... - JPMorgan Chase,0
89,2023-06-29,140.070007,143.559998,139.850006,143.429993,141.408264,15423200,J.P. Morgan Australia & New Zealand | About us - JP Morgan,0
90,2023-06-28,139.160004,139.210007,137.960007,138.589996,136.63649,7558600,Is The Top Bank Stock A Buy After Reclaiming This Support Level? - Investor's Business Daily,0
91,2023-06-27,139.0,139.839996,138.539993,139.199997,137.237885,8154000,Is JPMorgan Chase the Value Stock for You? - The Motley Fool,0
92,2023-06-26,138.869995,140.009995,137.690002,139.190002,137.228043,8429700,TMC Conference - JP Morgan,0
93,2023-06-23,138.539993,139.179993,137.619995,138.850006,136.892838,9907500,"After Stock Market's Worst Start in 50 Years, Some See More Pain ... - The New York Times",0
94,2023-06-22,142.309998,142.600006,138.949997,139.580002,137.612549,10075200,JPMorgan launches new algo-driven 'dark pool' for stocks - Reuters,0
95,2023-06-21,142.899994,144.020004,141.690002,142.320007,140.313919,9926500,J.P. Morgan Switzerland | About us - JP Morgan,0
96,2023-06-20,142.610001,143.0,141.039993,142.529999,140.520966,8428600,J.P. Morgan Israel | About us - JP Morgan,0
97,2023-06-16,143.050003,143.970001,142.5,143.259995,141.240662,13812100,Top JPMorgan Chase Shareholders - Investopedia,0
98,2023-06-15,140.589996,143.399994,140.029999,143.089996,141.073059,9343100,"Layoffs sweeping US: Charles Schwab, Flexport, Epic Games - Business Insider",0
99,2023-06-14,143.0,143.610001,140.699997,141.490005,139.495621,9068700,"Jamie Dimon, other JP Morgan executives donated to centrist Democrat Kyrsten Sinema - CNBC",0
100,2023-06-13,140.479996,142.869995,140.139999,142.020004,140.018143,7701600,Is JP Morgan A Good Bank Stock To Buy For 2022? (NYSE:JPM) - Seeking Alpha,0
101,2023-06-12,141.070007,141.320007,139.759995,141.0,139.012527,7596600,"""jp-morgan-chase-stock-2001"" - Google News",-1
102,2023-06-09,140.350006,141.800003,140.210007,141.009995,139.022369,7249100,Wall Street struggles as war worries collide with hope for stronger ... - The Seattle Times,0
103,2023-06-08,140.669998,140.889999,139.479996,140.729996,138.746323,7368100,Stock market today: Wall Street leaps after eventually finding things ... - The Seattle Times,1
104,2023-06-07,139.550003,141.270004,138.830002,140.690002,138.706894,9281400,"Oil prices climb following the latest Gaza war, but stocks rise with ... - The Seattle Times",0
105,2023-06-06,138.679993,140.100006,138.210007,139.339996,137.375916,9329500,Wall Street rises as pressure relaxes from the bond market - Detroit News,0
106,2023-06-05,140.110001,140.110001,138.130005,139.089996,137.12944,8511900,Pause or Peak for the Bank of England? - Bloomberg,0
107,2023-06-02,139.559998,141.479996,139.339996,140.470001,138.48999,12917200,Reactions: JPMorgan buys First Republic Bank's assets - Reuters,1
108,2023-06-01,136.520004,138.229996,135.449997,137.580002,135.640732,12248100,"Why we think now is a good time to invest, in 6 charts - JP Morgan Private Bank",0
109,2023-05-31,136.729996,136.839996,134.399994,135.710007,133.797089,14219900,JPMorgan’s Succession Plans for Jamie Dimon May Weigh on ... - The New York Times,0
110,2023-05-30,136.800003,137.720001,136.020004,137.460007,135.522415,7399900,JP Morgan sues former executive Jes Staley over Epstein ties - BBC.com,0
111,2023-05-26,136.110001,137.600006,135.630005,136.940002,135.00975,8579900,JPMorgan Chase Stock Gets a Big Upgrade. It Looks Like a Recession-Proof Bank. - Barron's,0
112,2023-05-25,134.820007,136.270004,134.580002,135.669998,133.75766,8472500,Investing in Japan’s bright spots: Tourism and batteries - JP Morgan Private Bank,0
113,2023-05-24,135.399994,136.350006,135.080002,135.339996,133.432297,8578000,"JPMorgan Chase, Goldman Sachs, UBS and Morgan Stanley Agree To Pay $499,000,000 Over Anti-Competitive Accusations - The Daily Hodl",0
114,2023-05-23,137.539993,139.029999,136.460007,136.589996,134.664673,9514900,Too Long at the Fair - JP Morgan Private Bank,1
115,2023-05-22,141.0,141.639999,137.660004,138.029999,136.084381,11402500,The Rasputin Effect: Global resilience to higher rates - JP Morgan Private Bank,0
116,2023-05-19,139.789993,140.490005,138.130005,139.179993,137.21817,13490700,Investing in a changed world of shortages and oversupply - JP Morgan Private Bank,0
117,2023-05-18,138.270004,139.729996,137.759995,139.5,137.533661,10999600,3 Principles to Guide Investors Through Year-End and Beyond - JP Morgan,0
118,2023-05-17,135.899994,138.589996,135.460007,138.449997,136.498459,12711500,Catalysts Through Year-End: 5 Things to Watch For - JP Morgan,0
119,2023-05-16,135.460007,135.940002,133.960007,134.320007,132.426697,6477200,Investors shouldn’t be surprised if these 3 things happen in 2H 2023 - JP Morgan Private Bank,1
120,2023-05-15,134.270004,135.669998,133.960007,135.229996,133.323853,7639500,Are cash and T-bills really your best bet now? - JP Morgan Private Bank,0
121,2023-05-12,136.820007,136.990005,133.130005,134.100006,132.209778,9986400,4 charts to help put today's turmoil in perspective - JP Morgan Private Bank,0
122,2023-05-11,135.0,136.809998,134.899994,136.050003,134.132294,7057300,Uncovering opportunities in stressed commercial real estate - JP Morgan Private Bank,0
123,2023-05-10,137.949997,138.059998,134.869995,136.479996,134.556229,8133400,Gas Prices Are Going Up: Should You Be Worried - JP Morgan,0
124,2023-05-09,135.929993,136.949997,135.210007,136.410004,134.487213,7343600,Equities are back up. Learn how you can maximize your after-tax ... - JP Morgan Private Bank,0
125,2023-05-08,137.490005,137.970001,136.479996,137.070007,135.137924,7484900,Market Thoughts: Holding the reins tight - JP Morgan Private Bank,0
126,2023-05-05,136.440002,137.880005,135.910004,136.740005,134.812576,11259100,Looking to buy or sell a house in today’s strange U.S. market? - JP Morgan Private Bank,0
127,2023-05-04,134.960007,135.720001,131.809998,134.119995,132.229492,17089200,J.P. Morgan seeks documents from Manhattan DA in Epstein case - Reuters,0
128,2023-05-03,138.440002,138.669998,135.759995,135.979996,134.063278,12930900,Frankenstein's Monster - JP Morgan Private Bank,0
129,2023-05-02,141.399994,142.410004,138.429993,138.919998,136.961853,14113400,JPMorgan can sue former executive Staley over Epstein ties -US judge - Yahoo Canada Finance,0
130,2023-05-01,142.259995,143.369995,140.830002,141.199997,139.209702,20415800,"Supplier Diversity: Definition, Benefits & Important Resources - JP Morgan",1
131,2023-04-28,136.559998,138.320007,135.669998,138.240005,136.291428,9881800,The opportunity in renewed U.S. industrial policy - JP Morgan Private Bank,0
132,2023-04-27,136.0,137.910004,135.660004,137.050003,135.118195,9041100,Earnings Preview: What To Expect From JP Morgan Chase On Friday - Forbes,0
133,2023-04-26,137.619995,137.809998,134.0,135.229996,133.323853,14416100,U.S. Debt Downgrade: Should You Be Worried? - JP Morgan,-1
134,2023-04-25,139.600006,139.960007,137.630005,137.669998,135.729462,10629300,Why passive investing may not be enough—and how to do more - JP Morgan Private Bank,0
135,2023-04-24,140.460007,141.100006,140.039993,140.729996,138.746323,7567500,Why you want to explore Chinese and European equities now - JP Morgan Private Bank,0
136,2023-04-21,139.740005,141.110001,138.779999,140.539993,138.559006,11842500,Starting a new business? Read this first - JP Morgan Private Bank,0
137,2023-04-20,139.910004,141.429993,139.839996,140.809998,138.825195,10586200,JPMorgan: First Republic Deal Places a Lot of Trust in Dimon - Bloomberg,0
138,2023-04-19,141.229996,141.5,140.399994,141.220001,139.229416,9158100,Could Citi's Latest Restructuring Turn the Stock's Fortunes Around? - Investopedia,0
139,2023-04-18,140.270004,141.779999,139.029999,141.399994,139.406876,13760100,Three steps you can take to maximize tax alpha - JP Morgan Private Bank,0
140,2023-04-17,139.949997,140.059998,137.660004,139.830002,137.859024,16050500,JPMorgan just bought a massive forest to make money—And not just from the timber - Fortune,0
141,2023-04-14,135.149994,139.119995,134.899994,138.729996,136.774521,43931300,Mr. Toad's Wild Ride: The impact of underperforming 2020 and 2021 ... - JP Morgan Private Bank,0
142,2023-04-13,128.460007,129.039993,126.830002,128.990005,127.171814,12450200,Invest in global infrastructure to hedge and help build a greener future - JP Morgan Private Bank,-1
143,2023-04-12,129.179993,130.429993,128.059998,128.5,126.688713,11821000,Could too much fixed income be a bad thing? - JP Morgan Private Bank,0
144,2023-04-11,128.300003,128.940002,127.540001,128.520004,126.708443,10516300,Why semiconductors could be the comeback kings of 2023 - JP Morgan Private Bank,0
145,2023-04-10,126.540001,128.229996,126.220001,127.889999,126.087318,9477300,How Much Would $10000 Invested in Apple Stock 20 Years Ago Be ... - U.S News & World Report Money,0
146,2023-04-06,127.0,128.080002,126.860001,127.470001,125.673241,8760200,How Much Would $10000 Invested in Nvidia Stock 20 Years Ago Be ... - U.S News & World Report Money,0
147,2023-04-05,126.800003,128.149994,126.459999,127.610001,125.811256,9614700,Winter Heating - JP Morgan Private Bank,0
148,2023-04-04,130.5,130.589996,127.410004,128.419998,125.62394,11579900,"Oh, The Places We Could Go - JP Morgan Private Bank",0
149,2023-04-03,129.910004,131.440002,129.410004,130.160004,127.326073,11775400,Exclusive: EquiLend stock lending platform for sale after collusion ... - Reuters.com,0
150,2023-03-31,129.660004,130.339996,128.850006,130.309998,127.472794,13105200,See how First Republic Bank sized up against the nation’s biggest ... - The Washington Post,0
151,2023-03-30,129.949997,130.119995,127.650002,128.75,125.946762,12134700,J.P. Morgan Advisors Scoops up $7-Mln First Republic Duo in Los ... - AdvisorHub,0
152,2023-03-29,130.100006,130.220001,127.769997,129.139999,126.328255,14595300,"Stocks Rise To Kick Off Big Week of Earnings, Fed Decision - Investopedia",0
153,2023-03-28,128.710007,129.339996,127.739998,128.880005,126.073929,10820500,‘Big Short’ investor Michael Burry compares stock market to dotcom bubble in a cryptic tweet - Fortune,0
154,2023-03-27,126.790001,129.380005,126.290001,128.490005,125.692421,18853900,The mysterious millennial founder accused of fooling JPMorgan to the tune of $175 million - Yahoo Finance,0
155,2023-03-24,125.629997,125.68,123.110001,124.910004,122.190369,22311100,12 Best Spring Stocks To Buy Now - Yahoo Finance,0
156,2023-03-23,127.900002,129.529999,126.019997,126.839996,124.078346,16677600,Why regulators seized Signature Bank in third-biggest bank failure in U.S. history - CNBC,0
157,2023-03-22,130.559998,130.660004,127.080002,127.18,124.410942,17250200,How Much Would $10000 Invested in Amazon (AMZN) Stock 20 ... - U.S News & World Report Money,0
158,2023-03-21,130.589996,131.729996,130.190002,130.550003,127.707573,17807800,"Live updates on a huge day for the US economy: Housing, GDP, jobs and Bidenomics - CNN",0
159,2023-03-20,126.989998,129.470001,126.010002,127.139999,124.371811,22875500,Inside the Rise and Fall of America's Greatest Corporate Empire - Investopedia,0
160,2023-03-17,128.380005,128.479996,125.449997,125.809998,123.07077,38396000,Reruns - JP Morgan Private Bank,0
161,2023-03-16,128.009995,131.949997,126.019997,130.75,127.903206,24558500,"For your year-end tax planning, beware the wash sale rule - JP Morgan Private Bank",-1
162,2023-03-15,130.979996,130.990005,126.730003,128.259995,125.467415,34280600,Major stock indexes close lower after recent gains - Arkansas Online,-1
163,2023-03-14,135.279999,135.529999,131.289993,134.619995,131.688965,29648100,Wall Street ends lower following two weeks of gains - The Seattle Times,0
164,2023-03-13,131.210007,133.880005,129.410004,131.25,128.392319,42901100,Analysis | The Bumpy Road to JPMorgan's Capture of Cazenove - The Washington Post,0
165,2023-03-10,128.960007,135.259995,127.82,133.649994,130.740067,37599700,The Telltale Bear Market Signal for Stocks Is Back - The Motley Fool,0
166,2023-03-09,136.759995,137.350006,129.220001,130.339996,127.502136,25888100,The 15 biggest sponsorship deals between banks and U.S. sports ... - American Banker,0
167,2023-03-08,138.0,138.589996,136.889999,137.800003,134.799728,10002500,Stock Market Forecast For The Next Six Months - Investor's Business Daily,1
168,2023-03-07,142.009995,142.309998,137.809998,138.619995,135.601868,11747600,"Dow closes more than 300 points higher, snaps 5-day losing streak as bank shares rebound: Live updates - CNBC",0
169,2023-03-06,143.440002,144.039993,142.660004,142.820007,139.710419,9261300,Why Crestwood Equity Partners LP (CEQP) is a Top Growth Stock for the Long-Term - Yahoo Finance,0
170,2023-03-03,141.509995,143.740005,141.080002,143.660004,140.53212,9513100,US Markets Close Out a Strong Month With Gains - Investopedia,0
171,2023-03-02,142.240005,142.429993,139.539993,141.070007,137.99852,11106800,20 dead American car brands - msnNOW,0
172,2023-03-01,142.100006,143.460007,141.800003,142.550003,139.446304,7139200,Elon Musk Was Issued Subpoena in JPMorgan Epstein Suit - Bloomberg,0
173,2023-02-28,142.940002,143.759995,141.899994,143.350006,140.228882,11019800,"The Zacks Analyst Blog Highlights Manulife Financial, Carnival, Caterpillar, PPG Industries and Lifetime Brands - Yahoo Finance",0
174,2023-02-27,142.110001,143.309998,141.720001,142.160004,139.064789,10014700,Netflix airs docudrama on the rise and fall of Bernie Madoff: Part one - WSWS,0
175,2023-02-24,139.110001,141.360001,138.929993,140.929993,137.861572,9126900,"US Mortgage Rate Climbs to 7.16%, Matching Highest Since 2001 - Bloomberg",0
176,2023-02-23,138.729996,140.169998,137.940002,139.669998,136.628998,8068000,Kinder Morgan (KMI) Q2 2023 Earnings Call Transcript - The Motley Fool,-1
177,2023-02-22,138.919998,139.429993,137.440002,138.559998,135.543152,11107500,JPMorgan raided by German prosecutors in tax fraud probe - Financial Times,-1
178,2023-02-21,140.690002,141.339996,138.75,139.630005,136.589874,9996300,S&P 500 closes higher to end longest losing streak since October - CNBC,0
179,2023-02-17,140.979996,142.830002,140.070007,142.240005,139.143051,7948800,S&P 500 Haters Now Make Enough in Treasuries to Bid Stocks ... - Bloomberg,0
180,2023-02-16,142.910004,143.389999,141.679993,141.820007,138.732193,8165300,Home | Institutional Investors | J.P. Morgan Asset Management - J.P. Morgan & Co.,0
181,2023-02-15,141.610001,143.889999,141.300003,143.800003,140.669083,6728300,"Index-Tracking ETFs Were All the Rage, Until Now - The Wall Street Journal",0
182,2023-02-14,142.5,143.809998,141.600006,143.199997,140.082138,9249400,Here's Why Crestwood Equity Partners LP (CEQP) is a Strong Growth Stock - Yahoo Finance,0
183,2023-02-13,141.300003,142.729996,140.740005,142.570007,139.465866,7134600,What Bank Sector Turmoil? Insiders Are Scooping Up Bank Stocks ... - Barron's,0
184,2023-02-10,139.779999,141.279999,138.589996,141.039993,137.969162,6582900,"If You Had Invested $1,000 in Citigroup in 2001, This Is How Much ... - The Motley Fool",-1
185,2023-02-09,143.119995,143.339996,139.869995,140.419998,137.362656,6443100,Stock market today: Wall Street closes its worst week in six months with more losses - Yahoo Finance,0
